feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Paludicola.Paludicola.psychrotolerans	source	Canis_lupus	-1.46123945591236	0.0782444008709379	27	27	8.43132981851277e-16	3.76218701065112e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Hungatella.Hungatella.xylanolytica	source	Canis_lupus	2.20617892846122	0.118509403975565	27	27	9.05657078194096e-16	4.02514256975154e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Ruminiclostridium.Ruminiclostridium.papyrosolvens	source	Canis_lupus	-1.44064115429853	0.0778272767991862	27	9	1.02895238373466e-15	4.5371128731607e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Ruminiclostridium.Ruminiclostridium.papyrosolvens	source	Homo_sapiens	-1.44064115429853	0.0778272767991862	27	9	1.02895238373464e-15	4.5371128731607e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia.marasmi	source	Canis_lupus	1.39730470203066	0.0756751133355705	27	9	1.08846217814244e-15	4.78069662556678e-15
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.faecis	source	Homo_sapiens	-5.40808638626502	0.293139782807542	27	14	1.10946312252731e-15	4.85390116105698e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium.Eubacterium.ventriosum	source	Homo_sapiens	0.705915939290115	0.0383008720675127	27	18	1.1341111776899e-15	4.94243003506883e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Agathobacter.Agathobacter.ruminis	source	Homo_sapiens	-3.16613475369169	0.172560032977989	27	10	1.25484083666546e-15	5.44690849939748e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Pseudoflavonifractor.Pseudoflavonifractor.capillosus	source	Homo_sapiens	-0.928941338030161	0.0506375001596711	27	18	1.25959759048567e-15	5.44690849939748e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Sellimonas.Sellimonas.intestinalis	source	Homo_sapiens	2.6619809201536	0.145702221863665	27	18	1.38084546735446e-15	5.94825739783459e-15
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.equinus	source	Canis_lupus	5.82679362641078	0.319010913075902	27	25	1.38905524642776e-15	5.96069684290838e-15
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus.agilis	source	Canis_lupus	8.81551575689117	0.485483516465115	27	19	1.58477310649535e-15	6.77460259265187e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerobium.Anaerobium.acetethylicum	source	Homo_sapiens	-4.45866594015063	0.245834086580498	27	23	1.6271086635913e-15	6.92913195141541e-15
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Longibaculum.Longibaculum.sp..KGMB06250	source	Canis_lupus	-6.43370500114962	0.355824638974544	27	12	1.74347589587148e-15	7.39656440672748e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Merdimonas.Merdimonas.faecis	source	Canis_lupus	5.61807147899501	0.315186245709241	27	14	2.40111131870398e-15	1.01480931205602e-14
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Longibaculum.Longibaculum.sp..KGMB06250	source	Homo_sapiens	-6.34005420462815	0.355824638974544	27	12	2.4213695359512e-15	1.01952401513735e-14
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.salivarius	source	Canis_lupus	-5.74418998557748	0.322727954081711	27	15	2.48004880117228e-15	1.04032009637189e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Ruminiclostridium.Ruminiclostridium.cellulolyticum	source	Canis_lupus	-1.39169903682992	0.0782586697348865	27	9	2.52899167418204e-15	1.05296307623939e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Ruminiclostridium.Ruminiclostridium.cellulolyticum	source	Homo_sapiens	-1.39169903682992	0.0782586697348865	27	9	2.5289916741821e-15	1.05296307623939e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Intestinimonas.Intestinimonas.butyriciproducens	source	Canis_lupus	-6.01868443753824	0.339101896398934	27	22	2.64101640401158e-15	1.09553273055295e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Agathobacter.Agathobacter.ruminis	source	Canis_lupus	-3.05502364258058	0.172560032977989	27	10	2.79448818648436e-15	1.15491762688652e-14
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Barnesiellaceae.Barnesiella.Barnesiella.intestinihominis	source	Homo_sapiens	3.59121814462518	0.203195166050465	27	18	2.90387834394477e-15	1.19571461221255e-14
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus.oris	source	Canis_lupus	1.43083386098162	0.0817790972676787	27	9	3.63790030297534e-15	1.49247191916937e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..populeti	source	Canis_lupus	-6.19145490777279	0.355583952855574	27	13	4.05162543906722e-15	1.65613886560412e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Murimonas.Murimonas.intestini	source	Homo_sapiens	-1.74077755807101	0.100129555738415	27	19	4.19337485892309e-15	1.70784721527049e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia.faecis	source	Homo_sapiens	1.16354692545357	0.0674585676959819	27	27	5.00161637136719e-15	2.02964142606205e-14
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes.Alistipes.onderdonkii	source	Homo_sapiens	3.50729935849842	0.204806143740146	27	18	5.86827283223142e-15	2.37273125346541e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerotignum.Anaerotignum.aminivorans	source	Homo_sapiens	2.0725291767794	0.121444227532817	27	27	6.33896002196953e-15	2.55382562036183e-14
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.stercoris	source	Canis_lupus	-5.30128372064235	0.311221322001622	27	14	6.60812428092565e-15	2.65272372567625e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Fournierella.Fournierella.massiliensis	source	Canis_lupus	4.49693618242716	0.265516882072963	27	22	7.50516141963968e-15	3.00206456785587e-14
Bacteria.Proteobacteria.Alphaproteobacteria.Kiloniellales.Kiloniellaceae.Kiloniella.Kiloniella.majae	source	Canis_lupus	-3.99460763336025	0.236335596238775	27	12	7.85054569096535e-15	3.12904312237765e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia.luti	source	Canis_lupus	-1.56202087444515	0.0938541645197575	27	27	1.10611943345061e-14	4.39309845909463e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Mediterraneibacter..Ruminococcus..torques	source	Homo_sapiens	1.45895558676656	0.0877021049814932	27	27	1.11753477535796e-14	4.42275246784774e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Eisenbergiella.Eisenbergiella.massiliensis	source	Canis_lupus	1.54598485942348	0.0933840759223821	27	27	1.24384862831247e-14	4.90531853419004e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.unassigned.Clostridiales.bacterium.CCNA10	source	Homo_sapiens	1.57097481397281	0.0954460377081131	27	27	1.41437024503657e-14	5.55822692786302e-14
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.pyogenes	source	Canis_lupus	1.55126427036443	0.0945396262464697	27	9	1.51420874903592e-14	5.92976852769313e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.unassigned..Clostridium..cellulosi	source	Canis_lupus	-1.46767355336119	0.0898740905685182	27	9	1.6830289002832e-14	6.54511238999024e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.unassigned..Clostridium..cellulosi	source	Homo_sapiens	-1.46767355336119	0.0898740905685182	27	9	1.68302890028319e-14	6.54511238999024e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.Anaerovorax.Anaerovorax.odorimutans	source	Canis_lupus	-3.58439418067662	0.220088097227346	27	15	1.78674790266354e-14	6.924420937658e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium.Lachnoclostridium.phocaeense	source	Homo_sapiens	4.27418551512244	0.263893805365509	27	15	2.01805794853213e-14	7.79387897364134e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae.Gracilibacter.Gracilibacter.thermotolerans	source	Canis_lupus	-1.29195651717063	0.0798717553517929	27	9	2.07729681513227e-14	7.96771381146626e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae.Gracilibacter.Gracilibacter.thermotolerans	source	Homo_sapiens	-1.29195651717063	0.0798717553517929	27	9	2.07729681513227e-14	7.96771381146626e-14
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae.Odoribacter.Odoribacter.laneus	source	Canis_lupus	-1.26786378713433	0.078453941796956	27	9	2.11959268408994e-14	8.07463879653312e-14
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae.Odoribacter.Odoribacter.laneus	source	Homo_sapiens	-1.26786378713433	0.078453941796956	27	9	2.11959268408994e-14	8.07463879653312e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Hungateiclostridium.Hungateiclostridium.straminisolvens	source	Homo_sapiens	-1.42084114348605	0.0884091291485548	27	27	2.39537679798698e-14	9.09431191100143e-14
Bacteria.Proteobacteria.Alphaproteobacteria.Kiloniellales.Kiloniellaceae.Kiloniella.Kiloniella.majae	source	Homo_sapiens	-3.79643990781271	0.236335596238775	27	12	2.41993478301295e-14	9.15650998977871e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..fimetarium	source	Homo_sapiens	-2.38903703890746	0.148874422054572	27	20	2.47514073601488e-14	9.33386405500561e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Hungatella.Hungatella.hathewayi	source	Homo_sapiens	0.827550973357488	0.051699375263944	27	27	2.61627541409924e-14	9.83298142211794e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Robinsoniella.Robinsoniella.peoriensis	source	Canis_lupus	1.74005523233905	0.10906395623168	27	27	2.81265629763867e-14	1.0535702519583e-13
Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.unassigned.unassigned.Victivallales.bacterium.CCUG.44730	source	Canis_lupus	-1.31231126341267	0.082489744196317	27	9	2.99579118664842e-14	1.11471299968313e-13
Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.unassigned.unassigned.Victivallales.bacterium.CCUG.44730	source	Homo_sapiens	-1.31231126341267	0.082489744196317	27	9	2.99579118664842e-14	1.11471299968313e-13
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.viridans	source	Canis_lupus	-1.86114452355683	0.117244735301997	27	9	3.14348735222121e-14	1.16194912029301e-13
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.viridans	source	Homo_sapiens	-1.86114452355683	0.117244735301997	27	9	3.14348735222127e-14	1.16194912029301e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus.gauvreauii	source	Canis_lupus	2.56042184004411	0.161510479977532	27	27	3.23650756397437e-14	1.1923975235695e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalicatena.Faecalicatena.orotica	source	Homo_sapiens	-1.19891139762713	0.0756817671649664	27	27	3.28853266867258e-14	1.20759232423386e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Hungatella.Hungatella.effluvii	source	Canis_lupus	-3.14423044918729	0.199083039310398	27	22	3.51496546721761e-14	1.28652330826265e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Alkaliphilus.Alkaliphilus.crotonatoxidans	source	Canis_lupus	-2.5819458603437	0.163597365552825	27	16	3.57039932431558e-14	1.30255610528777e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..symbiosum	source	Canis_lupus	-1.50201460614814	0.0956570747314113	27	27	3.99333029147007e-14	1.45212010598912e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerotaenia.Anaerotaenia.torta	source	Homo_sapiens	-1.25152263290192	0.0802765638814954	27	18	4.67199576105144e-14	1.69340946678887e-13
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Barnesiellaceae.Coprobacter.Coprobacter.fastidiosus	source	Homo_sapiens	4.40463528056285	0.28286373114681	27	15	4.79559121951864e-14	1.7326006986648e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Mobilitalea.Mobilitalea.sibirica	source	Canis_lupus	-1.43003983423449	0.0921370545152698	27	9	5.1515342836821e-14	1.84926871721922e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Mobilitalea.Mobilitalea.sibirica	source	Homo_sapiens	-1.43003983423449	0.0921370545152698	27	9	5.15153428368205e-14	1.84926871721922e-13
Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae.Mucispirillum.Mucispirillum.schaedleri	source	Canis_lupus	1.54113574826358	0.0994374884413561	27	9	5.31600447158072e-14	1.90221246267425e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium.Eubacterium.oxidoreducens	source	Homo_sapiens	-5.15047788690892	0.334711513701313	27	17	6.21936783424511e-14	2.2183732402403e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium.merdae	source	Canis_lupus	-3.58031737957091	0.233541380169377	27	24	6.74769470563063e-14	2.39918033977978e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia.Romboutsia.ilealis	source	Canis_lupus	2.86576226895513	0.186983532993632	27	16	6.78887883606223e-14	2.40618490392079e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus.flavefaciens	source	Canis_lupus	-1.4134003003836	0.0929415852045002	27	9	8.04768613078919e-14	2.8255198954495e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus.flavefaciens	source	Homo_sapiens	-1.41340030038361	0.0929415852045002	27	9	8.04768613078911e-14	2.8255198954495e-13
Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia.Akkermansia.muciniphila	source	Canis_lupus	-7.53301631675482	0.495210179792764	27	16	7.99758424183047e-14	2.8255198954495e-13
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Massilimicrobiota.Massilimicrobiota.timonensis	source	Homo_sapiens	1.99150961794531	0.132408742908819	27	9	1.02356819568831e-13	3.58248868490908e-13
Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales.Eggerthellaceae.Raoultibacter.Raoultibacter.timonensis	source	Canis_lupus	-4.15488528177714	0.276746014771176	27	24	1.06483683132296e-13	3.71531853919536e-13
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.missing.Phocaeicola.Phocaeicola.vulgatus	source	Canis_lupus	-4.74665242540954	0.317126232753992	27	23	1.137823824236e-13	3.95764808429912e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Enterocloster.Enterocloster.lavalensis	source	Canis_lupus	-1.29787750658264	0.0867734305681247	27	18	1.15554191110484e-13	4.00683263293319e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Enterocloster.Enterocloster.bolteae	source	Canis_lupus	-1.00478667967047	0.0673540780052755	27	27	1.22327483628889e-13	4.22860437235665e-13
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.infantarius	source	Canis_lupus	1.7166622693984	0.115409347368448	27	9	1.30334037582861e-13	4.49151144900936e-13
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Prevotellaceae.Paraprevotella.Paraprevotella.xylaniphila	source	Canis_lupus	1.33517721468291	0.090409097165071	27	9	1.52328468894984e-13	5.23337071050253e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum.Subdoligranulum.variabile	source	Homo_sapiens	-5.33696637856136	0.363363055931766	27	23	1.71505384365168e-13	5.87419053483145e-13
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.unassigned.Phocaeicola.Phocaeicola.coprocola	source	Canis_lupus	1.44802385043981	0.0988156530084908	27	9	1.80319530506501e-13	6.1572522611976e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Peptococcus.Peptococcus.simiae	source	Canis_lupus	3.69773583198727	0.252716057301032	27	16	1.86236884407689e-13	6.339979043666e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.Christensenella.Christensenella.timonensis	source	Homo_sapiens	-2.94029620181917	0.20117747162194	27	16	1.90859024742018e-13	6.47763962760789e-13
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Intestinibacillus.Intestinibacillus.massiliensis	source	Homo_sapiens	-3.92508494194499	0.269874210299411	27	13	2.1218558884262e-13	7.17969364059621e-13
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Cohaesibacteraceae.Cohaesibacter.Cohaesibacter.gelatinilyticus	source	Homo_sapiens	1.63022067254555	0.113518786810613	27	9	2.79142150882094e-13	9.41684364421522e-13
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.sp..A12	source	Canis_lupus	-1.87339496918239	0.130533818644894	27	9	2.82947621697765e-13	9.48806396112272e-13
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.sp..A12	source	Homo_sapiens	-1.87339496918239	0.130533818644894	27	9	2.82947621697767e-13	9.48806396112272e-13
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.thetaiotaomicron	source	Homo_sapiens	3.2488959654217	0.226410766335574	27	27	2.8389978547574e-13	9.49157491739787e-13
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.pneumoniae	source	Canis_lupus	1.51498935321714	0.105764213100739	27	9	2.94945059528578e-13	9.83150198428594e-13
Bacteria.Tenericutes.Mollicutes.Acholeplasmatales.Acholeplasmataceae.Acholeplasma.Acholeplasma.axanthum	source	Canis_lupus	-1.65891313405046	0.115846665107186	27	9	2.96867403193936e-13	9.83702637802391e-13
Bacteria.Tenericutes.Mollicutes.Acholeplasmatales.Acholeplasmataceae.Acholeplasma.Acholeplasma.axanthum	source	Homo_sapiens	-1.65891313405046	0.115846665107186	27	9	2.96867403193935e-13	9.83702637802391e-13
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.uniformis	source	Homo_sapiens	3.11819666746436	0.218550556306386	27	27	3.21242003588184e-13	1.0613305133297e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Hespellia.Hespellia.stercorisuis	source	Homo_sapiens	-1.21920139213423	0.0856482209690257	27	18	3.37500036288083e-13	1.11176482541957e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Alkalibaculum.Alkalibaculum.bacchi	source	Canis_lupus	-1.47454927103391	0.10365811941734	27	9	3.42582027131942e-13	1.12190605376542e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Alkalibaculum.Alkalibaculum.bacchi	source	Homo_sapiens	-1.47454927103391	0.10365811941734	27	9	3.42582027131942e-13	1.12190605376542e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Enterocloster.Enterocloster.clostridioformis	source	Canis_lupus	-1.88506226057556	0.132881452387188	27	27	3.6350010060527e-13	1.18693910401721e-12
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.unassigned.Phocaeicola.Phocaeicola.plebeius	source	Canis_lupus	1.55076379075171	0.109580491799946	27	9	3.82906882933344e-13	1.24667357234112e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Dehalobacterium.Dehalobacterium.formicoaceticum	source	Homo_sapiens	-3.24162039643255	0.2311422156308	27	12	4.6517435698475e-13	1.51013124586354e-12
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Prevotellaceae.Paraprevotella.Paraprevotella.clara	source	Canis_lupus	1.6312496647263	0.117398911906442	27	9	5.67622536659049e-13	1.83739087011022e-12
Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia.Akkermansia.muciniphila	source	Homo_sapiens	-6.86707015236365	0.495210179792764	27	16	5.92666527786623e-13	1.91292942686172e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium.sp..BNL1100	source	Homo_sapiens	-1.44194708374173	0.104544780460188	27	18	6.65027530831827e-13	2.14031849003347e-12
Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales.Eggerthellaceae.Raoultibacter.Raoultibacter.massiliensis	source	Homo_sapiens	1.92613913243835	0.139835522350698	27	9	6.84210743180206e-13	2.19574794373017e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerobutyricum.Anaerobutyricum.hallii	source	Homo_sapiens	1.09845191237804	0.0797831777937105	27	27	6.91003700799246e-13	2.21121184255759e-12
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae.Odoribacter.Odoribacter.splanchnicus	source	Canis_lupus	-3.95896667059344	0.287793758303445	27	23	7.03693546040281e-13	2.24540390759292e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae.Oscillibacter.Oscillibacter.sp..PEA192	source	Canis_lupus	-1.73919765989015	0.126729195023346	27	18	7.40258532567468e-13	2.35536805816922e-12
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae.Butyricimonas.Butyricimonas.phoceensis	source	Homo_sapiens	2.54619714426115	0.185669692911604	27	10	7.52064092975198e-13	2.3861523629808e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Fournierella.Fournierella.massiliensis	source	Homo_sapiens	-3.62982821717441	0.265516882072963	27	22	8.04024525820386e-13	2.54380640937523e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Pseudoclostridium.Pseudoclostridium.thermosuccinogenes	source	Canis_lupus	-2.29929865050906	0.169536219421971	27	21	9.53185016394598e-13	3.00723160101958e-12
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.unassigned.Phocaeicola.Phocaeicola.coprophilus	source	Canis_lupus	1.58664100939217	0.117005584114327	27	9	9.56036492768415e-13	3.00775525814782e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Drancourtella.Drancourtella.massiliensis	source	Homo_sapiens	3.92914477993421	0.292726073227201	27	20	1.18849404483133e-12	3.72860876809828e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerocolumna.Anaerocolumna.aminovalerica	source	Homo_sapiens	-1.5537285473091	0.115867737091704	27	18	1.21344896316034e-12	3.79626491268041e-12
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.salivarius	source	Homo_sapiens	-4.31741879625984	0.322727954081711	27	15	1.27593908535949e-12	3.98064561449201e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.Aminipila.Aminipila.butyrica	source	Homo_sapiens	-1.94733960416763	0.14567016028607	27	26	1.29586964841724e-12	4.03159446174252e-12
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.Varunaivibrio.Varunaivibrio.sulfuroxidans	source	Homo_sapiens	1.94161941317967	0.145777120977989	27	9	1.40118860527139e-12	4.3471779443323e-12
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.thermophilus	source	Canis_lupus	-2.40652550770386	0.182364270577132	27	17	1.70573749623251e-12	5.27741987784644e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.unassigned..Clostridium..viride	source	Canis_lupus	-3.20787967897978	0.244974627431216	27	22	2.00890954933961e-12	6.19828841669522e-12
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.finegoldii	source	Canis_lupus	-1.7974153190281	0.138100660193088	27	9	2.28500886772135e-12	7.01153405985741e-12
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.finegoldii	source	Homo_sapiens	-1.7974153190281	0.138100660193088	27	9	2.28500886772139e-12	7.01153405985741e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira.Lachnospira.multipara	source	Homo_sapiens	-4.24711839875318	0.328606807680292	27	18	2.64835915256689e-12	8.10426844501343e-12
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Sellimonas.Sellimonas.intestinalis	source	Canis_lupus	1.87242999319968	0.145702221863665	27	18	2.98699659466033e-12	9.11562993465824e-12
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.cellulosilyticus	source	Canis_lupus	-1.92981664107271	0.150938945652654	27	9	3.32721778628705e-12	1.00988724136626e-11
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.cellulosilyticus	source	Homo_sapiens	-1.92981664107271	0.150938945652654	27	9	3.32721778628705e-12	1.00988724136626e-11
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Flavonifractor.Flavonifractor.plautii	source	Homo_sapiens	0.798721033489347	0.0625039399233676	27	27	3.36401696821971e-12	1.01829702821786e-11
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.ovatus	source	Homo_sapiens	3.1157680796687	0.244410055478833	27	23	3.53810218560935e-12	1.06523506663507e-11
Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae.Megamonas.Megamonas.hypermegale	source	Canis_lupus	3.58609855643437	0.281284241358289	27	16	3.53283536068358e-12	1.06523506663507e-11
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.mediterraneensis	source	Canis_lupus	1.65473385222859	0.1302354733412	27	9	3.79482250018253e-12	1.13946412874113e-11
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae.Sutterella.Sutterella.stercoricanis	source	Canis_lupus	1.78031760112194	0.140160659924064	27	9	3.81830446543214e-12	1.14344946558396e-11
