superkingdom	phylum	class	order	family	genus	species	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora celerecrescens	0	0	0	15.6047203358925	24.4566603153502	14.8739677322861	20.2163472619796	43.5757122611818	41.7386317588362	0	15.0583122596395	0	42	54	33	86	98	107	31	32	22	175	206	138	289	371	362	123	119	101	42	54	33	86	98	107	31	32	22	112.702146179537	129.329008649368	84.4654237274111	185.430915614712	238.660143628479	232.870156072848	74.8058415531379	71.4464812160415	62.2642147952862
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora indolis	0	0	0	350.64256172165	391.776169099457	280.379263973492	417.987575796188	536.481140608326	559.221876604371	241.824481949374	193.761385557734	204.955880424689	453	599	376	631	816	950	256	251	274	458	611	386	647	831	970	262	253	281	453	599	376	631	816	950	256	251	274	341.087976797328	446.335462408516	283.348549099755	494.895888496791	644.692336035372	714.756132372927	198.500540184311	191.901705745566	210.141724934091
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora saccharolytica	0	0	0	1098.14627501627	1371.88310825681	885.57785422206	1509.45213464939	1951.8161549339	2224.52101533866	659.837020020174	655.363320794987	621.598952083204	1048	1359	843	1584	2020	2280	669	648	650	1160	1520	925	1733	2232	2465	759	707	719	1049	1360	845	1584	2025	2280	671	649	650	1992.2638644753	2647.93626081171	1633.59723762163	3200.69884778438	4135.32939778074	4463.65515160434	1365.35386393838	1260.05612326473	1310.54198256617
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora sphenoides	0	0	0	178.834986954733	222.035768398259	144.895249572813	303.436716488913	334.869684531276	392.492010267684	125.925988812189	112.628758821287	105.291799869769	284	291	197	377	457	527	162	141	158	483	567	365	650	820	950	282	259	267	284	291	197	377	457	527	162	141	158	379.847974160661	467.389021956088	303.71609808367	568.075982284537	730.857946332407	817.21900104498	237.376016896965	217.291777582672	222.714306767754
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora xylanolytica	0	0	0	317.670678006586	371.342368993627	262.803324448131	477.318467153493	618.04990245605	689.599904373123	209.276586575885	175.794570268099	164.189649852733	479	591	365	694	881	982	276	271	273	957	1233	745	1440	1804	1988	600	616	614	479	591	365	694	881	982	276	271	273	710.798720878348	934.176513639388	570.291371549613	1075.37527650806	1376.17017884474	1515.82946926352	439.999713702315	461.154560576268	465.784222218583
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Marvinbryantia formatexigens	55800000	55800000	55800000	170.419291708778	195.151716921161	130.864105164145	228.231127005653	301.542052805238	330.797001318853	101.711061395161	109.563436658233	115.315447250863	121	144	90	173	220	235	70	75	86	121	145	90	174	220	235	70	76	86	121	144	90	173	220	235	70	75	86	75.7310717714347	88.4249500998004	56.9093280432912	111.010481254293	140.096603792302	151.520848218066	42.4096109592593	46.6468761658453	52.6851048267806
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] faecis	0	0	0	10557.9490224477	13666.5565855762	8818.63379574009	10290.7463215414	13397.1851165796	14457.1095588108	6824.46073712279	6831.52966220769	7309.53001448926	4959	6574	4104	7704	10144	10845	2995	3022	3009	4987	6609	4126	7749	10212	10913	3007	3044	3024	4987	6605	4126	7737	10198	10904	3007	3042	3020	3243.31731783334	4346.65775116434	2690.91264811015	5061.20970679488	6662.64733433479	7156.25514288932	1946.71894750489	1992.23493903243	1984.07315222672
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] gnavus	851100000	851100000	851100000	3154.18886144561	3763.39860014884	2481.19957784055	4673.77993052447	6166.63042810961	6863.75962907427	1790.51648312433	1759.16459114734	1773.51435560878	2506	3066	2044	3771	5041	5648	1448	1415	1422	3481	4245	2851	5239	7028	7777	2050	2042	2078	2796	3384	2268	4196	5575	6218	1603	1572	1587	3509.27053051097	4351.46999334664	2918.54996028331	5513.31384553443	7332.13552944844	8140.51966922389	2058.63319864738	2132.76603431687	2169.66840786651
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] lactaris	0	0	0	199.794349869619	253.448185204592	160.586648023182	284.244976658954	400.829213488848	377.33538458753	122.110908990637	109.007364281245	141.606813887716	257	342	214	335	474	490	144	138	161	273	375	227	352	486	509	159	146	181	257	342	215	337	475	491	144	138	162	223.019061752099	300.163606121091	183.906986413583	282.797650569595	402.312813545151	433.448983836927	128.406877626646	119.864757742615	148.476204511836
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	9.81e+08	9.81e+08	9.81e+08	721.725422375792	918.227657329381	621.68547498054	837.974388957434	1023.54587382534	1094.46518453713	465.112380009948	434.242092681611	497.690697421167	500	696	401	669	771	874	337	313	341	693	912	533	765	896	1009	488	431	475	501	697	402	671	773	875	337	313	341	486.587043822762	639.426679973387	391.775795161184	511.640486227885	616.177098095346	679.359868649854	344.578089043982	315.309264209638	336.466237643758
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter glycyrrhizinilyticus	0	0	0	148.864806883027	171.349762961576	123.841682774923	231.173447218327	275.509335994193	320.115420469862	86.2752561149032	75.091352348324	80.844578811274	245	272	190	367	445	486	135	128	136	264	298	198	400	483	531	145	142	147	248	272	190	368	445	486	136	128	136	392.96674249902	481.825748502994	299.522779175217	457.685671316581	591.381239017063	652.036437003974	226.184591782716	236.777181550683	247.26077606205
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Merdimonas	Merdimonas faecis	0	0	0	0	10.3807365447339	0	0	0	13.0577945942628	0	0	0	3	10	5	14	17	18	4	6	3	5	11	5	14	17	20	4	6	3	3	10	5	14	17	18	4	6	3	4.17415356220507	8.42142381902861	4.19331890845304	9.30255429505246	11.7780330621847	14.2827029058013	4.71217899547326	4.13326750836604	3.59216623818959
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilisporobacter	Mobilisporobacter senegalensis	0	0	0	0	0	0	0	11.2025234693778	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	5.36676886569223	2.40612109115103	5.99045558350434	6.82187314970514	12.3979295391418	17.387638320106	4.1231566210391	1.18093357381887	4.19086061122119
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea	Mobilitalea sibirica	0	0	0	62.6323837367572	103.893889143698	57.1493844630318	86.7852549764452	107.675176594137	112.775562076096	57.3460331137318	58.4643944756755	52.8643631867146	54	55	37	56	62	77	33	29	19	54	55	37	56	62	77	33	29	19	54	55	37	56	62	77	33	29	19	66.1901493435375	84.2142381902861	49.1217357847356	84.9633292281458	95.4640574513916	120.47149407502	49.4778794524692	43.1040754443887	36.5203567549275
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Muricomes	Muricomes intestini	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	9	5	1	1	2	4	3	3	3	9	5	1	1	2	4	3	3	3	9	5	1	1	2	11.329845383128	7.81989354624085	5.3914100251539	10.5428948677261	11.1581365852276	9.93579332577483	2.94511187217078	2.36186714763773	6.58563810334758
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Murimonas	Murimonas intestini	0	0	0	550.544258043249	703.952520384377	419.247270108276	809.691364519437	1094.49593030601	1188.96764865665	346.46119218663	327.277277311069	344.125493908218	811	1036	666	1208	1669	1832	523	459	501	811	1036	667	1208	1669	1833	523	459	501	811	1036	666	1208	1669	1832	523	459	501	587.363036967427	765.146506986028	497.20781343086	865.757719726216	1174.70382383368	1285.44326152212	387.576722377675	351.918204998022	381.368315621128
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium asaccharolyticum	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	2	1	4	0	1	0	0	0	0	2	1	4	0	1	0	0	0	0	2	1	7.75199947266655	4.81224218230206	5.99045558350434	1.86051085901049	4.33927533869962	4.96789666288742	1.17804474886831	3.5428007214566	2.39477749212639
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium parvum	0	0	0	30.8118313111482	22.6043749267535	22.1950379137865	0	0	12.9895705302475	0	20.0466368525819	18.3237607162766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77046121394865	3.60918163672655	4.79236446680347	1.24034057267366	3.71937886174253	6.20987082860927	1.17804474886831	2.95233393454717	1.1973887460632
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sinus	0	0	0	21.7659006389809	24.7781375115731	13.5473742243507	0	0	10.1339443894963	16.6732453718617	0	14.4655992767575	0	1	0	0	0	0	1	0	1	1	1	0	0	0	2	1	1	1	0	1	0	0	0	0	1	0	1	1.78892295523074	1.20306054557552	2.39618223340173	0.620170286336831	0.619896476957089	3.10493541430464	0.589022374434157	0.590466786909434	1.1973887460632
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Parasporobacterium	Parasporobacterium paucivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	3	0	1	0	0	2	2	1	2	5	0	1	0	0	2	2	1	1	3	0	1	0	1.78892295523074	3.60918163672655	2.39618223340173	3.10085143168415	3.09948238478544	3.72592249716556	1.17804474886831	1.7714003607283	1.79608311909479
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio ruminis	0	0	0	0	18.8244589931993	11.8716893028389	0	0	0	11.1707462058837	14.6073206969647	12.6479225157851	1	0	0	0	1	0	0	0	1	13	14	7	9	16	23	3	8	9	1	0	0	0	1	0	0	0	1	13.7150759901024	18.0459081836327	9.58472893360694	17.3647680174313	26.0356520321977	26.7024445630199	8.2463132420782	7.0856014429132	8.98041559547397
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio xylanivorans	0	0	0	175.021264130898	237.039421661346	128.830443297925	102.439513400214	120.619331077178	123.581114555314	113.889077722145	137.281275799987	133.151069300462	12	20	22	20	27	20	2	7	6	22	40	29	26	39	28	9	14	14	12	20	22	20	27	20	2	7	6	124.031991562665	194.895808383234	134.186205070497	211.478067640859	288.871758262003	300.557748104689	84.2301995440844	87.9795512495056	94.5937109389925
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella	Robinsoniella peoriensis	0	0	0	152.743299691558	177.865428759826	111.799579807823	209.059977905966	279.615432619164	335.334888062236	57.8683138513886	106.993267858841	96.0776466604766	121	137	79	157	186	234	51	70	84	127	142	81	163	193	242	54	72	84	121	137	79	157	186	234	51	70	84	194.396294468407	235.799866932801	150.959480704309	261.711860834143	327.9252363103	383.770017208053	106.024027398148	126.359892398619	134.107539559078
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia faecis	3951100000	3951100000	3951100000	6201.27979676641	7883.45833256226	4984.96624198673	9126.14974507508	12125.9708661446	12656.7246674215	3760.85191735537	3785.60031874551	3637.30599027539	6313	8010	5094	9080	12123	12660	3823	3850	3725	6341	8058	5117	9156	12228	12755	3847	3874	3740	6330	8046	5113	9124	12183	12729	3845	3867	3736	4694.13383452547	6003.27212242182	3820.11352560072	6269.30142457902	8429.97219013945	8819.25855079089	2856.75851600566	2911.00125946351	2848.58782688434
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	1759900000	1759900000	1759900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7212.93735549035	9123.40964737192	5929.35293655259	8253.84634085688	10921.9560275069	12003.6803117017	4588.48429684208	4714.28682668492	4868.58264149296
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	2213100000	2213100000	2213100000	3122.15179397374	3885.71437516211	2534.82576490263	4648.72858793464	6005.16689893538	6750.14312979079	1853.01097197227	1807.56554617472	1825.74670719396	2527	3261	2165	2964	3702	4275	1602	1602	1608	5217	6575	4415	6422	8173	9203	3261	3329	3355	2730	3474	2327	3250	4063	4681	1703	1719	1736	9022.13477088038	11375.5389886893	7507.83798280598	10914.9970395282	14123.1014345133	15695.4485193099	5510.89333520597	5838.53558896048	5842.65838641537
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	5.35e+08	5.35e+08	5.35e+08	3156.2912919998	3956.31351268903	2594.59768850279	4467.73884578634	5966.06943078622	6572.18213284297	1987.27621520593	1928.71508131953	2000.74639854554	3155	3992	2587	4323	5718	6323	2003	1943	2022	3164	4006	2601	4349	5762	6364	2015	1952	2028	3163	4004	2600	4345	5753	6357	2014	1952	2028	2250.46507768027	2882.53306719894	1867.2250053783	2987.36026928451	4051.64337339153	4428.87987496413	1397.75009453225	1407.08235320518	1477.57771264198
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	6	8	2	7	12	20	4	4	5	6	8	2	7	12	20	4	4	5	6	8	2	7	12	20	4	4	5	3.57784591046148	8.42142381902861	1.7971366750513	8.0622137223788	11.1581365852276	16.1456641543841	2.35608949773663	2.95233393454717	4.78955498425278
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	Shuttleworthia satelles	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	2	6	3	0	1	4	3	3	3	3	8	3	1	1	3	2	3	2	2	6	3	0	1	22.6596907662561	28.8734530938124	19.1694578672139	31.6286846031784	31.6147203248115	38.5011991373775	14.7255593608539	19.4854039680113	11.3751930876004
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sporobacterium	Sporobacterium olearium	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	3	2	4	0	1	0	1	3	5	7	5	7	0	1	1	1	1	5	3	2	4	0	1	0	7.75199947266655	11.4290751829674	5.99045558350434	9.30255429505246	11.1581365852276	17.387638320106	2.35608949773663	1.18093357381887	4.19086061122119
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus	Syntrophococcus sucromutans	0	0	0	0	0	0	16.4115793220537	17.1018706247963	13.9771202318097	0	0	0	25	30	19	57	61	57	14	17	17	31	34	21	66	65	65	17	19	20	25	30	19	57	61	57	14	17	17	51.2824580499479	69.1759813705922	35.3436879426756	87.4440103734931	91.124782112692	93.1480624291391	28.2730739728395	28.9328725585622	17.3621368179163
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	[Clostridium] colinum	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	1	2	5	0	4	2	2	2	0	1	2	5	1	5	2	2	2	0	1	2	5	0	4	1.19261530348716	1.20306054557552	1.7971366750513	0	1.23979295391418	2.48394833144371	2.94511187217078	0.590466786909434	2.99347186515799
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Tyzzerella nexilis	644800000	644800000	644800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964.825780521114	1233.1370592149	788.943000347521	1433.21353172442	1979.94934740094	2200.15723457627	583.132150689815	553.857846121049	584.32570807884
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	[Eubacterium] rectale	0	0	0	16731.2425658164	21908.4568037985	13637.3162238416	25008.8195325918	33666.6136346402	35600.6145697614	9897.87152437946	10226.009991023	10050.2721365759	9660	12790	7896	14387	19205	20527	5635	5902	5818	16695	21870	13570	24903	33569	35441	9861	10174	10044	16499	21611	13430	24547	33036	34959	9754	10047	9930	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	Lachnospiraceae bacterium Choco86	0	0	0	212.579427200321	238.683263138671	147.031431869517	283.236419575588	430.502742825981	390.864803100095	118.159551352735	110.042728182689	115.675119435869	107	117	73	153	278	210	55	54	57	110	120	75	165	287	219	58	56	58	110	120	75	159	282	217	57	56	58	647.590109793529	878.835728542914	517.575362414775	1294.29538758497	1777.86309591293	1831.91189443974	439.999713702315	415.098151197332	481.948970290436
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	Lachnospiraceae bacterium GAM79	0	0	0	5659.15586676081	7197.15759718201	4556.52708814558	9400.64805030813	11782.4724543495	13214.7709759124	3967.30683931692	3743.13305476151	3925.86903075907	4577	5967	3751	7781	9751	11016	3226	3146	3275	5346	6873	4353	8967	11311	12685	3725	3636	3788	5327	6855	4342	8935	11267	12653	3708	3626	3776	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	Lachnospiraceae bacterium KGMB03038	0	0	0	0	0	0	29.398676562562	22.940137641991	0	15.9397239263767	0	0	4	9	4	16	26	15	12	8	6	4	9	4	16	26	15	12	8	6	4	9	4	16	26	15	12	8	6	52.4750733534351	67.9729208250166	53.3150546931886	124.034057267366	151.25474037753	131.649261566517	45.3547228314301	34.2470736407472	37.7177455009907
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	Lachnospiraceae bacterium oral taxon 500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	2	0	0	0	0	1	0	2	5	2	0	0	0	0	1	0	2	4	2	0	0	2.38523060697432	2.40612109115103	3.5942733501026	4.96136229069465	3.71937886174253	8.07283207719205	2.35608949773663	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis	755900000	755900000	755900000	3504.55214834702	4281.81269336533	2883.85364442759	5641.96530098824	7347.69067379548	7762.30286275995	1975.71136106853	1891.59385372838	2049.88817397841	3349	4286	2798	5482	7222	7624	1967	1876	1989	3436	4408	2871	5642	7410	7837	2024	1918	2041	3354	4288	2800	5493	7233	7638	1970	1880	1994	4014.34311153779	5090.14916833001	3295.34961648574	6735.66947990432	9036.23094460348	9481.23078112064	2281.87267855792	2178.2319769089	2299.58508681437
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter ruminantium	0	0	0	1170.92462178875	1425.46097566528	962.777956472538	1797.36672154426	2337.81838230146	2499.8503601255	648.684504108322	677.800042206902	702.868387977471	1248	1603	1071	1983	2542	2827	679	711	736	1249	1603	1071	1984	2545	2829	679	711	736	1248	1603	1071	1983	2542	2827	679	711	736	2197.99000432684	2784.48363273453	1819.30136071027	3572.80101958648	4780.64163029307	5134.32120109415	1212.79706895993	1212.81878031198	1260.85034960455
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. PEA192	0	0	0	35.7906798141478	68.326830358591	32.1961687258824	98.9184962342469	96.8389802826666	112.385984108901	26.3107225626884	15.4464851892448	23.1946616560297	163	180	127	278	355	382	88	82	97	163	180	127	278	356	382	88	82	97	163	180	127	278	356	382	88	82	97	1980.33771144043	2494.54604125083	1619.22014422122	3322.87239419274	4540.74169371067	4732.54255848313	1116.19739955273	1061.06881607625	1107.58459010846
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes	0	0	0	2980.77101215141	3834.82043666931	2517.34813018691	4932.15456839187	6598.44311907934	7090.07468747669	1708.25548157382	1563.65553034931	1715.29859687001	167	232	163	316	258	400	100	93	105	2026	2602	1676	3253	4271	4623	1183	1134	1128	176	242	174	334	283	417	105	101	107	3549.81945082954	4466.96380572189	2899.97954797445	5902.16061506762	8005.34310342384	8380.84167029107	1974.40299910329	1902.4839874222	1954.13843357514
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Cryptanaerobacter	Cryptanaerobacter phenolicus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	1	0	0	0	2	3	2	0	0	1	0	0	0	2	1	1	0	0	1.19261530348716	1.80459081836327	0	1.86051085901049	4.33927533869962	4.34690958002649	1.17804474886831	1.18093357381887	0.598694373031598
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter restrictus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	1	1	7	5	4	10	12	2	0	4	0	2	0	1	1	1	0	0	1	28.6227672836919	41.5055888223553	31.749414592573	53.3346446249674	70.048301896151	81.9702949376424	19.4377383563272	21.847271115649	26.9412467864219
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter sp. CF	0	0	0	0	31.6904591780631	15.0656245655672	31.7603218405919	33.2680665437361	30.2108562427622	0	0	0	5	9	8	10	11	12	4	2	4	5	9	8	10	11	12	4	2	4	5	9	8	10	11	12	4	2	4	37.5673820598456	52.9346640053227	42.5322346428808	67.5985612107145	86.1656102970353	101.220894506331	21.7938278540638	20.6663375418302	28.1386355324851
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter sp. DCA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	1	2	0	0	0	28.0264596319483	35.4902860944777	29.9522779175217	48.9934526206096	62.6095441726659	73.2764757775894	15.3145817352881	14.7616696727358	21.5529974291375
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacterium	Dehalobacterium formicoaceticum	0	0	0	37.479339224095	51.7514038374217	40.3330060416817	54.1378110661726	82.773615435035	82.8985183174902	30.0582151063105	30.3704802448084	18.0424031248591	22	24	15	31	35	45	9	12	6	26	34	26	48	65	85	18	21	14	22	24	16	31	39	47	9	14	6	25.641229024974	40.9040585495675	35.942733501026	62.6371989200199	99.1834363131342	123.576429489325	28.8620963472737	27.7519389847434	23.3490805482323
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfallas	Desulfallas alcoholivorax	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	1	1	0	0	2	1	1	1	2	1	1	0	0	2	1	1	1	2	1	1	0	0.596307651743581	1.20306054557552	1.19809111670087	1.24034057267366	0.619896476957089	4.34690958002649	0.589022374434157	1.18093357381887	0.598694373031598
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfallas	Desulfallas arcticus	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	1	0	0	0	1	2	1	2	3	1	0	0	0	1	2	1	2	3	1	0	0	0	1.19261530348716	1.20306054557552	1.19809111670087	2.48068114534732	2.47958590782835	4.34690958002649	0.589022374434157	0.590466786909434	1.1973887460632
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfallas	Desulfallas geothermicus	0	0	0	0	0	0	0	0	0	0	0	0	5	4	6	12	15	7	5	4	1	7	4	6	16	15	8	5	5	1	5	4	6	12	15	7	5	4	1	4.17415356220507	3.00765136393879	3.5942733501026	9.92272458138929	10.5382401082705	6.20987082860927	2.94511187217078	2.95233393454717	0.598694373031598
