superkingdom	phylum	class	order	family	genus	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	0	0	0	20.3103219233348	22.7844930571428	0	15.7494424312426	26.4367542635309	48.315853551143	0	0	0	6	13	7	7	13	16	6	4	3	8	17	10	10	15	24	6	4	3	6	13	7	7	13	16	6	4	3	15.5039989453331	23.4596806387226	13.77804784206	24.1866411671364	27.2754449861119	44.7110699659868	9.42435799094651	5.90466786909434	2.99347186515799
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	0	0	0	28.9664950873242	32.0089833855933	20.0182733067827	47.2642689268321	78.7979219445471	60.6338776799832	12.9212087206767	19.0370833741895	0	3	5	5	14	26	17	4	4	5	6	6	7	18	29	24	6	5	7	3	5	5	14	26	17	4	4	5	35.7784591046148	45.1147704590818	31.749414592573	61.3968583473462	84.9258173431211	115.503597412132	24.1499173518004	18.8949371811019	24.5464692942955
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiisalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78892295523074	1.20306054557552	1.7971366750513	3.72102171802098	0.619896476957089	3.72592249716556	0.589022374434157	0.590466786909434	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	743100000	743100000	743100000	1742.77500583586	2134.78649791599	1346.08350681049	2984.60155297964	3827.18322922159	4256.49710522625	1215.41282130273	1094.26189294191	1072.92856954092	1716	2102	1311	2855	3708	4082	1087	1033	1060	2390	2949	1802	4259	5563	6006	2016	1959	1778	1731	2122	1334	2877	3736	4127	1103	1041	1074	3651.78805927769	4866.98143712575	2997.02492842722	5948.05321625654	7713.37186277705	8436.10952066569	2551.64492604877	2535.46438298911	2515.11506110574
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Crassaminicella	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	9	6	2	0	1	0	4	3	6	9	6	2	0	1	0	4	3	6	9	6	2	0	1	17.8892295523074	23.4596806387226	22.7637312173165	35.3497063211993	77.4870596196361	71.4135145290066	11.7804474886831	19.4854039680113	16.1647480718532
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Falcatimonas	0	0	0	356.818335671582	460.214968047937	309.026169527319	575.320988352407	788.044957033689	834.751712710271	304.119860819205	314.603266761297	276.844788722404	74	91	59	128	161	195	63	66	58	76	94	59	131	162	196	63	68	58	74	91	59	128	161	195	63	66	58	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Fervidicella	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	2	4	0	1	0	1	3	3	2	2	4	0	1	0	1	3	3	2	2	4	0	1	0	44.126766229025	48.7239520958084	29.3532323591712	58.9161772019989	86.1656102970353	85.075230351947	15.3145817352881	18.3044703941924	14.96735932579
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Fonticella	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1	8	14	11	5	2	2	1	12	1	8	14	11	5	2	2	1	12	1	8	14	11	5	2	2	0.596307651743581	7.21836327345309	0.599045558350434	4.96136229069465	9.29844715435633	8.69381916005298	3.53413424660494	2.95233393454717	1.79608311909479
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	0	0	0	18.7336268362152	20.0649438871599	20.0791244064033	41.5875905010732	55.9279682979409	48.0145530275531	0	0	0	4	2	6	8	12	15	1	1	1	5	2	6	9	12	15	1	1	1	4	2	6	9	12	15	1	1	1	8.34830712441013	6.61683300066534	3.5942733501026	10.5428948677261	9.91834363131342	16.1456641543841	0.589022374434157	4.72373429527547	2.99347186515799
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hathewaya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	4	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	4e+07	4e+07	4e+07	1430.42972166433	1849.15126457821	1172.71988732788	2134.96190840645	2752.58138628023	2958.53683118569	907.357257702882	838.63668321911	882.720873093087	1527	1974	1277	2198	2723	3076	1064	1011	1078	1563	2017	1305	2236	2772	3125	1089	1036	1101	1527	1974	1277	2198	2723	3077	1064	1011	1078	1550.39989453331	1992.26826347305	1263.38708256106	2215.8684330815	2915.37313112919	3168.27609675645	1064.36343060252	997.298403090033	1099.20286888601
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lactonifactor	0	0	0	29.399545545724	39.7841445313941	14.0299037227383	49.8940759107711	51.7087916452314	69.1860186906524	30.5639560402955	17.3427751504653	15.6717389606835	75	103	62	83	123	153	58	47	51	78	108	64	88	130	154	58	47	54	75	103	62	83	123	153	58	47	51	119.261530348716	169.03000665336	95.8472893360694	143.259336143808	206.42552682671	238.459039818596	79.5180205486112	74.9892819374981	85.0146009704869
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lutispora	0	0	0	88.1538182710617	119.732360335871	87.2270052492886	148.941427994277	192.871642823726	193.186097267223	71.9235377495907	60.4544246283015	71.3129795418986	41	73	52	80	104	96	43	32	37	42	73	53	80	104	96	43	32	37	41	73	52	80	104	96	43	32	37	29.815382587179	53.5361942781105	36.5417790593765	61.3968583473462	81.2064384813786	73.2764757775894	31.2181858450103	20.6663375418302	23.3490805482323
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Maledivibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Mordavella	0	0	0	0	0	0	0	0	0	0	0	0	37	45	30	43	67	77	29	27	14	37	45	30	43	67	77	29	27	14	37	45	30	43	67	77	29	27	14	26.8338443284611	35.4902860944777	26.9570501257695	31.6286846031784	50.2116146335242	61.4777212032318	21.7938278540638	22.4377379025585	13.7699705797268
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Natronincola	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	4	4	0	0	2	1	3	0	4	5	5	0	0	2	1	3	0	4	4	4	0	0	2	8.34830712441013	10.2260146373919	4.19331890845304	12.4034057267366	13.6377224930559	20.4925737344106	2.35608949773663	8.26653501673207	7.78302684941078
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19261530348716	1.20306054557552	0.599045558350434	3.10085143168415	3.09948238478544	1.24197416572185	1.17804474886831	1.18093357381887	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oxobacter	0	0	0	28.6125811247524	33.0465625031733	21.3025644140658	40.938010328438	68.4809741620592	66.3220607788332	19.1339546998206	20.0240816038665	0	18	15	9	30	50	39	15	13	8	67	64	40	88	148	142	37	37	31	18	15	9	30	50	39	15	13	8	60.2270728261016	67.9729208250166	46.1265079929834	87.4440103734931	143.196086177087	147.794925720901	30.6291634705762	34.8375404276566	28.1386355324851
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Paramaledivibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9815382587179	1.80459081836327	0.599045558350434	1.24034057267366	1.23979295391418	4.34690958002649	1.76706712330247	1.7714003607283	2.39477749212639
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	0	0	0	0	0	0	0	0	17.89038110591	0	0	0	4	2	4	18	14	19	4	1	2	4	2	5	19	14	19	4	1	2	4	2	4	18	14	19	4	1	2	13.7150759901024	14.4367265469062	7.78759225855564	36.590046893873	42.152960433082	57.1308116232053	7.65729086764404	7.0856014429132	5.98694373031598
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Salimesophilobacter	0	0	0	16.0781735151867	29.561451021153	28.6691363748628	28.0839020185007	29.4390774638894	35.7349052595428	18.9229893014978	19.0398938115003	15.9767545104565	10	9	12	11	9	19	7	7	3	10	9	12	11	10	19	7	7	3	10	9	12	11	9	19	7	7	3	12.5224606866152	9.62448436460413	13.77804784206	13.0235760130734	17.3571013547985	23.5975091487152	5.89022374434157	6.49513465600377	5.98694373031598
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Senegalia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57784591046148	0	1.7971366750513	1.86051085901049	1.85968943087127	2.48394833144371	0.589022374434157	0.590466786909434	0.598694373031598
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	4	0	0	1	1	2	4	2	1	4	0	0	1	1	2	4	2	1	4	0	0	1	1	1.19261530348716	2.40612109115103	1.19809111670087	1.24034057267366	2.47958590782835	0	0	0.590466786909434	1.1973887460632
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Youngiibacter	0	0	0	0	27.7371169339345	0	57.7163372281514	55.3742137594696	55.2088098174369	0	0	0	4	12	2	14	14	13	3	4	2	5	12	2	14	14	14	3	4	2	4	12	2	14	14	13	3	4	2	41.1452279703071	49.9270126413839	24.5608678923678	48.9934526206096	71.9079913270223	80.7283207719205	18.848715981893	17.714003607283	18.5595255639795
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Acidaminobacter	0	0	0	0	0	0	0	16.4556247766174	22.3111341841285	0	0	0	8	14	9	10	10	16	4	5	3	15	28	15	21	30	36	9	11	8	8	14	9	10	10	16	4	5	3	33.3932284976405	47.5208915502329	30.5513234758721	48.3732823342728	57.0304758800522	75.7604241090331	17.0816488585906	16.5330700334641	21.5529974291375
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Fusibacter	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	5	0	3	2	1	2	1	3	5	5	0	3	2	1	1	1	2	3	5	0	3	2	5.96307651743581	3.60918163672655	5.3914100251539	1.86051085901049	9.29844715435633	3.72592249716556	2.35608949773663	5.3142010821849	4.78955498425278
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Alterileibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38523060697432	5.41377245508982	3.5942733501026	1.24034057267366	3.09948238478544	4.34690958002649	2.35608949773663	4.13326750836604	1.79608311909479
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Aminipila	0	0	0	77.0595791993053	115.305300585913	81.9221807252327	148.760098444179	184.396932789473	170.385111653259	50.6262576801522	55.8382321093435	51.2926569596943	85	94	60	133	141	179	56	47	50	87	95	60	134	141	181	56	49	51	86	94	60	134	141	179	56	48	51	73.942148816204	79.401996007984	55.1121913682399	107.289459536272	114.680848237061	140.34308072657	48.2998347036009	47.2373429527547	37.1190511279591
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Anaerovorax	0	0	0	84.7472527301067	132.442735374471	62.6963488708927	114.780162656818	153.608501680346	153.061159718601	61.5352517459325	49.6013664779675	53.4772203247134	156	217	109	186	246	262	82	69	94	159	220	110	189	248	265	83	72	94	156	217	109	187	246	262	82	69	94	97.7944548859472	135.344311377246	69.4892847686503	120.313035549345	158.073601624058	168.287499455311	51.2449465757717	44.2850090182075	58.073354184065
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Casaltella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3113836418459	25.8658017298736	10.7828200503078	23.5664708807996	20.4565837395839	21.7345479001325	8.83533561651235	9.44746859055094	6.58563810334758
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Emergencia	0	0	0	205.282591783363	283.131373764282	209.79544637951	256.695660339834	350.810828837411	348.751994166046	158.247427948512	131.904805824551	131.145319730415	107	138	87	149	180	167	59	59	56	109	139	87	150	181	168	59	59	57	107	139	87	150	180	168	59	59	56	80.5015329853834	103.463206919494	61.7016925100947	112.250821826966	132.03794959186	127.923339069351	43.5876557081276	43.1040754443887	43.1059948582751
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Ihubacter	0	0	0	354.53929692167	438.359742210046	240.447105791495	491.090079355037	578.714277102466	646.379361375917	196.458584097905	162.848823993781	208.582646575208	356	497	308	528	672	667	244	197	227	356	497	308	529	673	667	244	197	227	356	497	308	529	672	667	244	197	227	259.990136160201	353.098270126414	228.835403289866	397.529153541908	510.794697012641	521.008162520318	164.926264841564	139.350161710626	164.640952583689
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8892295523074	21.6550898203593	14.9761389587608	19.8454491627786	19.2167907856697	20.4925737344106	5.89022374434157	6.49513465600377	6.58563810334758
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	unassigned	0	0	0	35.0094834754306	35.1891812095112	29.0457239134871	35.6099322571871	25.5370493665628	52.8100652869539	25.2141050590481	0	21.731805725458	34	22	37	16	28	47	23	7	22	47	41	51	32	48	68	35	17	30	34	22	37	16	28	47	23	7	22	43.5304585772814	48.7239520958084	46.7255535513338	40.311068611894	49.5917181565671	66.4456178661192	32.9852529683128	18.8949371811019	27.5399411594535
Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitalea	0	0	0	0	0	0	0	0	13.0357934611957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	6	5	1	1	1	3	1	1	5	6	5	1	1	1	2	1	1	3	6	5	1	1	1	3.57784591046148	0	1.7971366750513	4.34119200435781	1.85968943087127	1.86296124858278	0.589022374434157	1.18093357381887	0.598694373031598
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibaculum	0	0	0	27.2438765680927	42.739780653805	18.0232227839898	30.088152010923	50.2982119153744	63.523708783685	28.0883689759227	13.3303670873762	22.4364396869217	29	30	20	26	48	64	25	13	16	29	30	20	26	48	64	25	13	16	29	30	20	26	48	64	25	13	16	17.8892295523074	19.850499001996	13.1790022837095	16.1244274447576	30.9948238478544	40.9851474688212	14.7255593608539	9.44746859055094	9.57910996850557
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	0	0	0	11.0132785044328	0	0	14.0099867677813	0	0	0	0	0	11	7	4	14	8	6	0	7	2	11	7	4	14	8	6	0	7	2	11	7	4	14	8	6	0	7	2	7.15569182092297	4.2107119095143	2.99522779175217	8.68238400871563	5.5790682926138	4.96789666288742	0	4.13326750836604	1.79608311909479
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	9.34e+08	9.34e+08	9.34e+08	6626.0628441315	9106.51560572055	5594.67268593648	10837.4194775286	14819.8361611613	15224.2036969741	4053.35981417243	4164.84137377477	4258.97878718968	6631	9103	5570	10818	14785	15249	4075	4187	4237	6868	9393	5756	11177	15269	15719	4218	4351	4387	6642	9121	5580	10859	14826	15281	4081	4198	4248	4203.96894479224	5783.1120425815	3522.9869286589	7136.29948487791	9685.26255597755	10006.585853221	2565.19244066075	2639.38653748517	2707.29595484889
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Intestinibacillus	0	0	0	51.1460666368585	59.9391141063551	38.1404460419904	80.9086033750069	117.646832771464	113.465850831085	25.6227303411815	24.6074066863521	35.364649967496	49	66	36	72	102	110	26	27	28	49	66	36	72	102	110	26	27	28	49	66	36	72	102	110	26	27	28	52.4750733534351	65.5667997338656	30.5513234758721	71.3195829287355	116.540537667933	116.124584494993	30.040141096142	23.6186714763773	25.1451636673271
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Irregularibacter	0	0	0	0	0	0	0	0	0	0	0	0	16	18	10	18	17	23	7	12	6	16	18	10	18	17	23	7	12	6	16	18	10	18	17	23	7	12	6	14.9076912935895	18.6474384564205	7.78759225855564	18.6051085901049	21.6963766934981	25.460470397298	8.83533561651235	10.6284021643698	5.98694373031598
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	0.601530272787758	0.599045558350434	3.10085143168415	2.47958590782835	2.48394833144371	0	1.18093357381887	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Rhabdanaerobium	0	0	0	0	0	0	0	20.9524067156423	17.6623801079466	0	0	0	10	7	7	19	23	41	7	6	4	10	7	7	19	23	41	7	6	4	10	7	7	19	23	41	7	6	4	6.55938416917939	10.2260146373919	5.99045558350434	19.8454491627786	21.076480216541	35.3962637230728	6.47924611877573	6.49513465600377	4.19086061122119
Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter	0	0	0	20.9316889240411	27.6497612694059	21.1913572883322	36.0146189360143	47.6676795808278	66.0196163171018	13.8120988002924	15.1491573443343	24.9268243173585	2	2	0	1	1	5	0	2	1	2	2	0	1	1	5	0	2	1	2	2	0	1	1	5	0	2	1	11.329845383128	8.42142381902861	5.3914100251539	6.82187314970514	8.67855067739924	18.0086254029669	10.0133803653807	5.90466786909434	7.18433247637918
Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Anaerobacterium	0	0	0	34.8895874366057	49.0522383816681	28.0119683342194	55.3203036452461	75.3431087874616	75.6595751189615	20.3927992349982	0	22.4399893883793	98	144	95	181	192	230	77	64	78	98	144	95	181	192	230	77	64	78	98	144	95	181	192	230	77	64	78	165.773527184715	264.071789753826	165.33657410472	277.8362882789	328.545132787257	363.898430556503	123.105676256739	108.055422004426	123.331040844509
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ercella	0	0	0	42.2619139854865	62.68989525231	40.6754370727238	66.661680037185	104.950485019557	131.245661179815	23.5288591205165	31.5497781491693	36.8184159910106	15	11	9	14	19	26	6	9	7	15	12	9	14	19	26	6	9	7	15	11	9	14	19	26	6	9	7	28.0264596319483	24.6627411842981	20.9665945422652	23.5664708807996	32.8545132787257	45.3320570488477	11.191425114249	12.3998025250981	11.973887460632
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Fastidiosipila	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	0	0	0	0	1	2	0	1	6	2	0	0	0	1	1	0	1	4	0	0	0	0	6.55938416917939	7.21836327345309	2.99522779175217	7.44204343604197	11.1581365852276	9.93579332577483	4.71217899547326	1.7714003607283	4.19086061122119
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	0	0	0	2064.36595293458	2832.29497046981	1784.6831351409	3274.76001529486	4268.39425650288	4639.97207204685	1193.15650903549	1276.48798527825	1368.56273201411	1652	2118	1278	2343	3084	3346	890	924	1065	2539	3332	2006	3460	4529	5002	1451	1511	1628	1653	2118	1278	2343	3084	3346	890	924	1066	2590.36043917412	3687.98210246174	2164.35160232012	3741.4873374701	4916.39895874667	5545.41464994808	1600.96281371204	1642.67860118204	1716.45676748159
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	0	0	0	0	0	0	15.0932652800805	14.0209721359328	14.8198769572775	0	0	0	11	20	14	28	23	33	6	7	9	11	22	15	29	24	39	7	7	10	11	20	14	28	23	33	6	7	9	36.971074408102	54.1377245508982	37.7398701760773	53.9548149113043	74.3875772348506	85.075230351947	31.8072082194445	20.0758707549207	23.3490805482323
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	4	0	0	0	2	4	4	10	5	11	3	1	0	0	1	1	5	0	4	0	0	0	4.77046121394865	14.4367265469062	5.99045558350434	20.4656194491154	16.7372048778414	31.0493541430464	7.65729086764404	7.0856014429132	7.18433247637918
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudoclostridium	0	0	0	1463.05743069547	1966.60927737648	1201.00043237751	2003.49031040043	2660.34614538947	2845.64212032825	934.903601319786	874.645801106377	1020.54798310737	78	94	49	127	163	166	36	38	48	91	111	61	145	187	192	43	48	55	78	94	49	127	163	166	36	38	48	967.807318779831	1299.30538922156	781.155408088965	1394.1428036852	1844.8119154243	1992.12656181785	639.08927626106	566.257648646147	637.01081290562
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	0	0	0	294.056674166751	360.142891881191	202.083938298233	468.479295896865	600.754213340574	568.523810370961	151.578652104385	155.460127314969	180.004174663354	391	526	343	638	828	915	218	237	260	760	1104	677	1269	1624	1793	483	459	540	391	526	343	638	828	916	218	237	260	1445.44974782644	2150.47072521623	1250.20808027735	2089.35369466878	2649.4375425146	2943.47877276079	927.710239733797	908.728385053618	1021.97129476494
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Saccharofermentans	0	0	0	17.0381779041914	31.7752674339971	13.6108464515156	22.3675958515318	27.644899075395	38.2371234044423	14.6767248703255	0	13.3023388946119	9	11	12	14	17	15	10	2	7	17	26	27	25	47	42	16	9	14	9	11	12	14	17	15	10	2	7	59.0344575226145	72.7851630073187	48.5226902263851	58.2960069156621	101.663022220963	105.567804086358	34.1632977171811	28.3424057716528	28.7373299055167
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Thermoclostridium	0	0	0	18.9371800954387	29.6159367065906	13.3154750320087	30.3466323368465	37.4095707621346	65.5902079883663	15.0315922233668	0	0	4	9	4	16	13	12	3	4	4	35	39	28	55	57	59	29	17	21	4	9	4	16	13	12	4	4	4	72.7495335127169	64.9652694610779	58.7064647183425	100.467586386567	98.5635398361771	119.850506992159	61.8473493155865	33.6566068538377	41.3099117391803
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	unassigned	0	0	0	0	11.9184097923596	0	14.9314375808005	26.0065553352798	33.0136669688765	22.4302497015272	0	0	6	13	4	8	8	26	8	4	9	6	13	4	8	8	26	8	4	9	6	13	4	8	8	26	8	4	9	20.2744601592817	18.6474384564205	13.1790022837095	34.1093657485257	29.1351344169832	40.9851474688212	9.42435799094651	9.44746859055094	11.973887460632
